4000   0.0000000e+00
 1.0795854e-04  1.4735116e-01 -3.1331596e-01 -1.0935833e-01  5.1620382e-01  1.9167536e-01  1.9894668e-01
 1.0795854e-04  9.3259409e-02 -2.7201051e-01 -1.3577414e-01 -6.8298101e-01 -1.3581903e-01  8.3287913e-01
 1.0795854e-04 -2.2259919e-01 -3.3789104e-01 -9.4187587e-02  3.4723991e-01  1.3275673e-02  2.5554514e-01
 1.0795854e-04  1.7086983e-02 -1.3152191e-01 -2.5158927e-01  3.9214996e-01 -2.6276824e-01 -3.1638461e-01
 1.0795854e-04 -3.7316971e-02  3.3941859e-01 -3.8171118e-01 -1.0477971e-01 -3.1336129e-01 -1.3020138e-01
 1.0795854e-04 -1.8917328e-01 -2.9126063e-01 -1.2270366e-01 -7.5865602e-01 -3.6569673e-01 -5.2148449e-01
 1.0795854e-04 -2.0960581e-01  3.1171516e-01 -1.0411824e-01  1.4686541e-01  1.2662271e-01  4.3028894e-01
 1.0795854e-04  1.3596915e-01 -4.6391681e-01 -1.2523036e-01  2.2455579e-01 -3.3823553e-01 -3.7002265e-01
 1.0795854e-04  7.5336531e-02 -1.4427710e-01 -1.1376891e-01  3.0161792e-01  8.6379923e-02  1.1439372e+00
 1.0795854e-04 -1.2899178e-01 -7.7906244e-02  3.9951179e-02  7.5655091e-01  2.1102998e-01  1.5977573e-01
 1.0795854e-04  1.1560978e-01 -9.2526793e-02 -1.2716863e-01  1.3458670e+00 -5.9208411e-01 -6.1543155e-02
 1.0795854e-04 -2.0647162e-01  5.6319010e-02 -7.5188191e-03  3.2564124e-01  6.7205861e-02 -1.2469447e+00
 1.0795854e-04 -4.2811546e-01 -1.8409161e-01 -3.1718460e-01  3.6742210e-01 -1.9405259e-01  6.3266522e-01
 1.0795854e-04 -2.5242466e-02 -1.0690458e-01  1.7994972e-01  4.1080028e-01  3.3790204e-01  5.5137610e-01
 1.0795854e-04  1.0350181e-01  2.1911666e-01  1.4106155e-02 -7.5165582e-01 -1.6551401e-01  6.1154187e-01
 1.0795854e-04 -2.6819553e-02  2.5576842e-01 -5.2896999e-02  3.0242744e-01 -7.5287688e-01  4.4038224e-01
 1.0795854e-04 -2.4591340e-01 -1.6337742e-01 -1.0818879e-02  7.3660605e-02 -5.1187158e-01 -4.9079818e-01
 1.0795854e-04  1.5621851e-01 -5.9409127e-02 -1.2540546e-01  5.2286559e-01  3.9051628e-01 -5.1045340e-01
 1.0795854e-04  5.9306467e-01  1.3158071e-01 -3.7333578e-01  2.8904283e-01 -7.4819654e-02 -2.3978269e-01
 1.0795854e-04 -1.0938446e-01  5.0835037e-01  1.3792105e-01  2.5631279e-01  8.6858325e-02  2.0035946e-01
 1.0795854e-04  1.2408406e-01 -4.1077331e-02  1.5142304e-01 -5.7184595e-01 -2.5289521e-02  9.5247030e-02
 1.0795854e-04 -1.2868008e-02 -4.2189407e-01  3.1984583e-01 -1.7969033e-01 -3.6419734e-01 -2.6100609e-01
 1.0795854e-04  1.7321846e-01  1.5897565e-01 -3.7470311e-01  1.7024739e-01  1.3560480e-01  2.4615067e-01
 1.0795854e-04  1.0031940e-01 -1.8167311e-02 -9.8930970e-02  1.5158756e-01  5.9489781e-01  1.8539318e-01
 1.0795854e-04 -5.7405257e-01 -8.4029444e-02 -2.8995154e-02  2.6579978e-02  3.5321307e-01 -4.2681977e-02
 1.0795854e-04  1.9004236e-01  7.7186994e-02  2.4702000e-02 -1.0552863e-01  5.0188184e-01 -1.8848422e-01
 1.0795854e-04 -2.6118881e-01  1.7344750e-01  1.1885206e-01 -3.0485967e-01  2.2889863e-01  2.6685834e-01
 1.0795854e-04 -1.2915595e-01 -6.9984965e-02 -5.2222785e-02  6.8252128e-01  2.1988388e-02  5.4037160e-01
 1.0795854e-04  2.1935793e-02 -2.1713944e-01  2.7711399e-02 -2.3234284e-01  5.4610938e-02 -6.2865919e-01
 1.0795854e-04 -4.2111388e-01 -3.2886937e-01 -3.6307529e-01 -7.8969002e-02  2.0848203e-01 -3.1076252e-02
 1.0795854e-04 -1.4985853e-01 -1.5317138e-01 -1.2045976e-01  2.1226706e-01 -8.2487129e-02  7.4060810e-01
 1.0795854e-04  2.0700464e-02  5.3787749e-02 -4.2177998e-02  6.7693460e-01 -2.1917813e-01 -5.1000017e-01
 1.0795854e-04 -3.1640347e-02  6.3891196e-01 -7.5378753e-02  5.3619754e-01 -4.8246983e-01  2.1687362e-01
 1.0795854e-04  1.8612862e-01 -3.5021115e-02 -1.5320519e-01 -6.9477886e-01  2.1036078e-01  4.9012628e-01
 1.0795854e-04  3.8191393e-01 -3.0293705e-02 -1.3887973e-01 -4.0301853e-01 -7.9973155e-01 -1.7676248e-01
 1.0795854e-04  7.7293172e-02  4.0341802e-02 -6.1618537e-02 -2.5664829e-02  5.3323233e-01  4.0703979e-01
 1.0795854e-04  2.5104828e-02  2.9395217e-02  3.6994804e-02  4.1965805e-03  3.3027157e-01  7.8392744e-01
 1.0795854e-04 -5.5280715e-01 -1.3027054e-01  1.0425660e-01  8.2142794e-01  8.8100597e-02  4.8345819e-02
 1.0795854e-04  3.1792186e-02  9.4607040e-02 -1.9913452e-02  1.8028994e-01  5.9292084e-01  5.2347201e-01
