32768
    0.000109	   -1.072373	   -1.524621	    0.156535	    0.848095	   -0.528516	   -0.062540
    0.000109	   -0.574014	   -0.097404	    0.073498	    0.370519	   -0.893025	   -0.053957
    0.000109	    1.900679	    0.471971	    0.131386	   -0.256514	    0.998270	   -0.015548
    0.000109	   -2.746383	   -1.893427	   -0.039266	    0.523662	   -0.877330	   -0.033485
    0.000109	    0.370097	   -3.513514	    0.152105	    1.013231	   -0.039571	   -0.024764
    0.000109	   -3.216927	   -1.756874	   -0.175241	    0.349579	   -0.817904	   -0.032213
    0.000109	   -0.905541	   -1.435862	    0.011233	    1.001806	   -0.403088	    0.017226
    0.000109	   -1.048068	    2.208302	   -0.147082	   -0.832331	   -0.337495	    0.026991
    0.000109	   -1.475114	   -0.869175	    0.057270	    0.477210	   -0.614281	   -0.238394
    0.000109	   -1.227065	   -0.511887	   -0.101086	    0.338513	   -0.833918	    0.077141
    0.000109	   -0.615045	   -0.638735	   -0.088296	    0.904141	   -0.694906	   -0.193680
    0.000109	   -2.990641	   -1.739631	    0.137765	    0.668653	   -0.828311	    0.072405
    0.000109	    3.255298	    2.714240	   -0.088758	   -0.732018	    0.742627	   -0.078335
    0.000109	    2.027167	   -0.170391	   -0.029968	    0.179970	    0.893177	   -0.048394
    0.000109	   -0.740237	    0.053221	    0.014352	   -0.310841	   -0.857037	    0.010524
    0.000109	   -3.306509	    1.543094	   -0.015018	   -0.384090	   -0.956331	   -0.035566
    0.000109	   -3.986973	   -2.392707	    0.205492	    0.469541	   -0.939163	   -0.041120
    0.000109	   -2.310422	    0.301802	    0.028044	   -0.023921	   -1.024973	   -0.040856
    0.000109	    1.778107	    0.594712	    0.079958	   -0.758157	    0.678058	    0.022843
    0.000109	    0.065251	   -0.275277	   -0.068954	    0.723860	    0.637864	   -0.391333
    0.000109	   -1.262981	   -0.027428	    0.034525	   -0.437795	   -0.834315	    0.053653
    0.000109	   -3.192533	   -2.527542	    0.005877	    0.692977	   -0.773232	   -0.008915
    0.000109	    1.453657	   -0.368210	   -0.050900	    0.259170	    1.005825	    0.000927
    0.000109	   -0.127488	   -0.109578	   -0.060552	    0.950508	   -0.219072	    0.229057
    0.000109	    2.430643	   -2.690087	    0.090997	    0.796693	    0.627064	    0.006370
    0.000109	   -0.221442	   -0.299641	   -0.025750	    0.910262	   -0.321490	   -0.213694
    0.000109	   -0.196438	    1.987276	   -0.073640	   -0.950436	    0.175121	   -0.059713
    0.000109	    3.566410	   -1.344389	    0.028219	    0.465823	    0.940364	    0.053870
    0.000109	   -0.148938	   -0.983049	   -0.179012	    0.701704	   -0.169350	   -0.136262
    0.000109	    0.336169	   -0.930609	    0.076562	    1.104437	    0.386494	   -0.073575
    0.000109	    0.288980	   -0.606648	    0.190599	    0.873869	   -0.171921	   -0.177537
    0.000109	   -1.520516	    2.229162	   -0.027038	   -0.671453	   -0.774629	   -0.004749
    0.000109	   -1.408236	    1.422202	   -0.007502	   -0.649781	   -0.894843	   -0.075297
    0.000109	   -0.286155	    0.534065	   -0.129521	   -0.667219	   -0.397910	    0.084999
