8000   0.0000000e+00
 1.0909189e-04 -1.0723733e+00 -1.5246209e+00  1.5653493e-01  8.4809500e-01 -5.2851552e-01 -6.2539533e-02
 1.0909189e-04 -5.7401431e-01 -9.7404033e-02  7.3498085e-02  3.7051946e-01 -8.9302486e-01 -5.3956866e-02
 1.0909189e-04  1.9006795e+00  4.7197065e-01  1.3138577e-01 -2.5651407e-01  9.9826956e-01 -1.5547795e-02
 1.0909189e-04 -2.7463827e+00 -1.8934267e+00 -3.9266489e-02  5.2366155e-01 -8.7733018e-01 -3.3484954e-02
 1.0909189e-04  3.7009659e-01 -3.5135136e+00  1.5210488e-01  1.0132314e+00 -3.9570831e-02 -2.4764482e-02
 1.0909189e-04 -3.2169273e+00 -1.7568743e+00 -1.7524131e-01  3.4957904e-01 -8.1790352e-01 -3.2213178e-02
 1.0909189e-04 -9.0554106e-01 -1.4358621e+00  1.1233221e-02  1.0018058e+00 -4.0308768e-01  1.7225713e-02
 1.0909189e-04 -1.0480680e+00  2.2083015e+00 -1.4708170e-01 -8.3233130e-01 -3.3749539e-01  2.6991304e-02
 1.0909189e-04 -1.4751139e+00 -8.6917537e-01  5.7270158e-02  4.7720993e-01 -6.1428124e-01 -2.3839377e-01
 1.0909189e-04 -1.2270647e+00 -5.1188654e-01 -1.0108581e-01  3.3851308e-01 -8.3391762e-01  7.7141367e-02
 1.0909189e-04 -6.1504495e-01 -6.3873452e-01 -8.8296048e-02  9.0414113e-01 -6.9490594e-01 -1.9367976e-01
 1.0909189e-04 -2.9906409e+00 -1.7396308e+00  1.3776523e-01  6.6865301e-01 -8.2831091e-01  7.2404638e-02
 1.0909189e-04  3.2552979e+00  2.7142396e+00 -8.8758297e-02 -7.3201799e-01  7.4262702e-01 -7.8334846e-02
 1.0909189e-04  2.0271668e+00 -1.7039120e-01 -2.9967710e-02  1.7997032e-01  8.9317662e-01 -4.8393853e-02
 1.0909189e-04 -7.4023682e-01  5.3220533e-02  1.4352364e-02 -3.1084132e-01 -8.5703748e-01  1.0523873e-02
 1.0909189e-04 -3.3065093e+00  1.5430938e+00 -1.5018153e-02 -3.8409030e-01 -9.5633060e-01 -3.5566218e-02
 1.0909189e-04 -3.9869733e+00 -2.3927073e+00  2.0549236e-01  4.6954113e-01 -9.3916303e-01 -4.1119646e-02
 1.0909189e-04 -2.3104217e+00  3.0180207e-01  2.8043907e-02 -2.3921341e-02 -1.0249730e+00 -4.0856406e-02
